drillId,name,difficulty,category,duration,url,isHidden,source,skillSet,goal,description,equipment,videoCount
knee-short-hops,Knee Short Hops,Medium,Infield,,,,orphan,Custom,To refine an infielder's glove skills and hand-eye coordination for balls that take difficult or unexpected hops.,"From a position on both knees, an infielder sets up with their glove out in front, ready to receive. A coach or partner will toss firm short hops, challenging the player to keep their eyes on the ball and hands soft through the catch. The focus is on clean fielding mechanics and a quick transfer from glove to throwing hand without standing up.",Varies,1
knee-to-knee-tee,Knee to Knee Tee,Easy,Hitting,5m,https://usabdevelops.com/page/1363/drills?q=knee-to-knee-tee,,static,Custom,"To ensure a ""full gather"" on the back side, using an exaggerated leg lift to ensure weight is loaded.","During the load, the hitter brings their lead knee back until it almost touches their back knee before striding forward. This ""exaggerated load"" ensures the weight is fully gathered on the back side and helps hitters who have a ""short"" or ""non-existent"" stride.",Varies,1
kneel-to-hip-hinge-drill,Kneel to Hip Hinge Drill,Medium,Hitting,5m,,,custom,Hitting,To develop a proper hip hinge during the load phase and promote controlled forward movement in the hitter’s swing.,,Varies,1
knob-inside-the-ball-toss,Knob Inside the Ball Toss,Easy,Hitting,5m,https://usabdevelops.com/page/1363/drills?q=knob-inside-the-ball-toss,,static,,,,,1
lincecum-drill,Lincecum Drill,Intermediate,Pitching,,,,orphan,Hitting,"To develop a dynamic, full-body pitching delivery that improves momentum and maximizes arm speed through proper kinetic sequencing.","From the windup, the pitcher should focus on creating a continuous and explosive motion toward the plate, avoiding any pauses. The drill emphasizes a strong drive from the back leg and leading the movement with the front hip to generate momentum. The throwing arm should remain relaxed and follow the lower body's rotation, ensuring it comes through late to create a powerful, whip-like action.","Bat, Ball",0
location-tee,Location Tee,Easy,Hitting,5m,https://usabdevelops.com/page/1363/drills?q=location-tee,,static,Custom,"To improve spatial awareness and adjustment, forcing the hitter to calibrate their path to different zones.","Move the tee to various spots in and around the strike zone (low and away, high and tight, etc.) without the hitter looking. The hitter must then step in, identify the location, and execute the correct swing for that specific spot.",Varies,1
long-tee,Long Tee,Hard,Hitting,10m,https://usabdevelops.com/page/1363/drills?q=long-tee,,static,Custom,"To maximize extension and intent, challenging the hitter to use their entire body to drive the ball for distance.","Place the tee on the home plate and aim for a target deep in the outfield (like the centerfield fence). This encourages the hitter to ""stay through"" the ball and use their full ""extension"" to maximize distance, rather than just ""slapping"" at the ball.",Varies,1
long-toss,Long Toss,Intermediate,Throwing,,,,orphan,Hitting,"To build foundational arm strength, improve throwing mechanics, and promote a loose, fluid arm action over extended distances.","Begin by playing catch at a comfortable distance, focusing on a loose and relaxed arm motion. Gradually extend the distance between you and your partner, throwing the ball with a high arc to ensure you are not throwing on a line. As you reach your maximum comfortable distance, work on maintaining a fluid, full range of motion on each throw before gradually decreasing the distance to cool down.","Bat, Ball",0
low-tee,Low Tee,Medium,Hitting,5m,https://usabdevelops.com/page/1363/drills?q=low-tee,,static,Hitting,"To build leg strength and posture maintenance, teaching the hitter to get down to the ball with their legs, not their waist.","Set the tee as low as it can go, near the knees. The hitter must ""sink"" into their legs and maintain their ""spine angle"" to reach the ball without ""bending at the waist."" This builds leg strength and the ability to drive low pitches.",Varies,1
low-tee-mini-bat,Low Tee Mini Bat,Medium,Hitting,5m,https://usabdevelops.com/page/1363/drills?q=low-tee-mini-bat,,static,Custom,To combine leg-driven posture with high-precision hand control using a smaller barrel on difficult low pitches.,"Use a shortened ""one-hand"" bat to hit balls off a low tee. The smaller bat requires much more precision and forces the hitter to use their ""small muscles"" in the wrists and hands to control the barrel, while the low height keeps the legs engaged.",Varies,1
mirror-drill,Mirror Drill,Easy,Hitting,10m,,,custom,Hitting,"The goal of the mirror drill is to develop proper hitting mechanics by providing immediate visual feedback, allowing players to self-correct and internalize key movements.",,Varies,1
net-drill,Net Drill,Medium,Hitting,5m,,,custom,Hitting,"The goal of the drill is to teach the hitter to properly load into the back hip, execute a controlled, balanced stride, and achieve a strong launch position. It also emphasizes creating separation bet",,Varies,1
no-stride-tee,No Stride Tee,Easy,Hitting,5m,https://usabdevelops.com/page/1363/drills?q=no-stride-tee,,static,Custom,"To isolate rotation and hand path, removing the stride to focus on a clean, powerful turn.","The hitter starts with their feet already in the ""wide"" stride position and hits off the tee using only the rotation of their hips and hands. This isolates the ""turn"" and is excellent for hitters who have ""too much head movement"" during their stride.",Varies,1
off-speed-front-toss,Off-Speed Front Toss,Medium,Hitting,10m,https://usabdevelops.com/page/1363/drills?q=off-speed-front-toss,,static,Custom,"To train visual recognition of pitching cues, teaching the hitter to stay back when they see ""slow"" arm action.","The coach uses a ""long"" arm circle and a slow release to simulate a curveball or change-up. The hitter must recognize the ""slower"" motion and hold their ""hinge"" longer, teaching them how to not ""over-commit"" to the fastball.",Varies,1
on-the-run,On The Run,Medium,Infield,,,,orphan,Custom,"To train infielders to make strong, accurate throws on plays where they do not have time to set their feet.","This drill simulates fielding a slow roller or bunt that requires the infielder to charge the ball and make a throw without stopping. The player should focus on creating a direct line to the ball, fielding it out in front, and then seamlessly transitioning into a throwing motion while their feet are still moving. The key is to synchronize the footwork with the throw, using the momentum of the body to generate power and accuracy on the run.",Varies,1
on-the-run-fungo,On The Run Fungo,Medium,Infield,,,,orphan,Custom,"To develop an infielder's ability to read and react to difficult, game-like ground balls with topspin.","A coach or player tosses the ball to a batter who hits it on the run, creating a more game-like ground ball with topspin for the infielder. This drill forces the fielder to read the unpredictable hops and react quickly with their footwork, improving their defensive instincts. The difficulty can be increased by timing the play to simulate a runner heading to first base.",Varies,1
one-cut-competition,One Cut Competition,,Outfield,,,,video-orphan,,,,,1
one-handed-hitting,One Handed Hitting,Hard,Hitting,10m,https://usabdevelops.com/page/1363/drills?q=one-handed-hitting,,static,Custom,"To isolate and identify weak links in the hand path, ensuring both hands are doing their specific jobs correctly.","Alternate between ""Top Hand Only"" and ""Bottom Hand Only"" swings using a short bat. This isolates the specific roles of each hand (bottom hand pulls, top hand directs/powers) and identifies which hand might be ""weaker"" or ""dominant"" in the swing.",Varies,1
one-handed-load-drill,One Handed Load Drill,Medium,Hitting,10m,,,custom,Hitting,"To develop a cleaner, more efficient load by simplifying the hitter’s motion and promoting proper hand and bat positioning through the one-handed load drill.",,Varies,1
one-knee-drill,One Knee Drill,Intermediate,Throwing,,,,orphan,Hitting,"To develop a consistent arm action, proper upper-body rotation, and a repeatable release point without interference from the lower half.","Begin in a balanced position with your throwing-side knee on the ground and your glove-side foot planted firmly in front. Without using your lower body, focus on a clean, fluid arm path, rotating your torso and shoulders to deliver the ball towards the target. This drill isolates the upper half, forcing you to concentrate on proper arm mechanics and a consistent release point out in front of your body.","Bat, Ball",1
one-handed-drills,One handed drills,Medium,Hitting,10m,,,custom,Hitting,"The goal of one-handed hitting drills is to isolate and strengthen the roles of the top and bottom hands in the swing so hitters improve barrel control, bat path, and power while developing better fee",,Varies,1
outfield-groundballs,Outfield Groundballs,Intermediate,Outfield,,,,orphan,Hitting,"To develop the fundamental techniques for aggressively charging, properly fielding, and quickly transitioning into a throw for ground balls hit to the outfield.","From a ready position, the outfielder charges a ground ball hit by a coach or partner, focusing on taking an aggressive but controlled angle. The player should break down with feet apart to get their body in front of the ball and field it cleanly out in front. After securing the ball, the player executes a proper crow-hop to simulate a strong and accurate throw back to the infield.","Bat, Ball",1
outside-angle-toss,Outside Angle Toss,Easy,Hitting,5m,https://usabdevelops.com/page/1363/drills?q=outside-angle-toss,,static,Custom,"To master the away pitch, forcing the hitter to stay on the ball and drive it to the opposite gap.","The coach tosses the ball from a side angle so it ""fades"" away from the hitter. This forces the hitter to ""reach"" with their hands and ""stay on"" the ball, teaching them how to drive the ""away"" pitch into the opposite-field gap.",Varies,1
outside-tee,Outside Tee,Easy,Hitting,5m,https://usabdevelops.com/page/1363/drills?q=outside-tee,,static,Custom,"To reinforce the ""let it travel"" philosophy, ensuring the hitter hits the outside pitch deep in the zone.","Set the tee on the ""outer black"" of the plate and slightly ""deeper"" in the zone. The hitter focuses on hitting the ""inside half"" of the ball and driving it to the opposite field, reinforcing the ""let it travel"" mindset.",Varies,1
overload-bat-soft-toss,Overload Bat Soft Toss,Easy,Hitting,10m,https://usabdevelops.com/page/1363/drills?q=overload-bat-soft-toss,,static,Custom,"To build swing-specific strength, using resistance to force the body into efficient mechanics.","Use a ""heavy bat"" or a weighted ""donut"" during soft toss to build ""functional strength"" in the forearms and core. The extra weight forces the hitter to use ""perfect mechanics"" to move the bat, as ""muscling it"" with just the arms becomes too difficult.",Varies,1
pvc-stride-separation-drill,PVC Stride Separation Drill,Easy,Hitting,5m,,,custom,Hitting,To develop proper stepping mechanics and scapular activation during the load and stride phase of the baseball swing.,,Varies,1
perfecting-your-batting-stance,Perfecting Your Batting Stance,Medium,Hitting,5m,,,custom,,,,,1
power-position,Power Position,Intermediate,Pitching,,,,orphan,Pitching,To develop a strong and repeatable body position that maximizes leverage and explosive force in the pitching delivery.,"From a balanced starting position, the pitcher lifts their lead leg and drives toward the plate, freezing at the moment their front foot lands. In this power position, the throwing arm should be up and back in a loaded 'L' shape, with hips open and eyes on the target. Hold this pose for a few seconds to build muscle memory before following through without a ball.","Bat, Ball",1
preset-backhand-pick-&-stick,Preset Backhand Pick & Stick,Medium,Infield,,,,orphan,Custom,To develop soft hands and a stable base by teaching the infielder to 'stick' the backhand catch without stabbing at the ball.,"Begin in a preset backhand fielding position, with your glove low and open to the ground. As the ball is rolled in, receive it cleanly in the pocket of your glove and 'stick' the catch, freezing your position upon receiving the ball. This action emphasizes keeping the glove hand steady and absorbing the ball's force without stabbing at it, ensuring a secure catch.",Varies,0
preset-backhand-pick-stick,Preset Backhand Pick Stick,,Infield,,,,video-orphan,,,,,1
preset-backhand-rake,Preset Backhand Rake,Medium,Infield,,,,orphan,Custom,To develop clean glove action and muscle memory for securing ground balls on the backhand side.,"Start in a pre-set backhand fielding stance, with your glove already positioned open and low to the ground on your backhand side. As the ball is rolled, focus on attacking it with your glove, using a firm 'raking' motion from outside-in to secure the ball into the pocket. This drill isolates the final action of the backhand play, allowing for repetition and focus on proper glove mechanics without the need for complex footwork.",Varies,1
push-bunt,Push Bunt,Intermediate,Bunting,,,,orphan,Hitting,"To develop the skill of bunting for a base hit by using a firm, controlled push to place the ball offensively.","From your batting stance, pivot to square your shoulders to the pitcher as the ball is delivered, bringing the bat out front. Instead of absorbing the pitch for a soft sacrifice, firmly guide the bat forward through the ball upon impact. The objective is to push the ball with pace past the pitcher and charging infielders, aiming for an open area on the infield for a base hit.","Bat, Ball",1
quarterback-adjustments,Quarterback Adjustments,Intermediate,Outfield,,,,orphan,Hitting,"To improve an outfielder's ability to read, react, and adjust to fly balls hit in multiple directions.","The outfielder starts in a ready position while the coach stands in front of them with two balls. The coach throws one ball over the outfielder's left shoulder and the other over their right, forcing them to drop-step and adjust their route to catch the ball. This drill teaches outfielders to read the ball's trajectory and adjust their path accordingly, emphasizing efficient footwork and glove presentation.","Bat, Ball",1
quarterback-angle-throw,Quarterback Angle Throw,Intermediate,Outfield,,,,orphan,Hitting,To train outfielders to make powerful and precise throws from various angles while on the run.,"An outfielder starts by backpedaling away from the infield, then breaks at a 45-degree angle to simulate fielding a ball on the run. As they catch the ball, they will open their hips and make a strong, accurate throw to a designated base, mimicking the motion of a quarterback throwing on the move. This drill emphasizes a quick transition from fielding to throwing while maintaining momentum and accuracy.","Bat, Ball",1
quarterback-over-the-shoulder,Quarterback Over The Shoulder,Intermediate,Outfield,,,,orphan,Hitting,"To develop an outfielder's ability to properly execute a drop step, efficiently track a deep fly ball, and make a difficult over-the-shoulder catch.","The outfielder starts in a ready position while a coach or partner stands behind them, acting as the 'quarterback.' The quarterback throws a ball high and deep over the outfielder's head, forcing them to execute a drop step, turn their hips, and run to track the ball. The player must locate the ball in the air and make a clean over-the-shoulder catch, simulating a game situation where a fly ball is hit over their head.","Bat, Ball",1
quick-hands-fielding,Quick Hands Fielding,Medium,Infield,,,,orphan,Custom,"To improve an infielder's hand speed, reaction time, and ability to receive the ball with soft, absorbent hands.","From a low, athletic fielding position, a player prepares to receive a series of rapid tosses from a coach or partner standing a few feet away. The player focuses on using quick, soft hands to catch each ball cleanly out in front of their body, funnelling it to their center. This drill emphasizes minimal body movement, forcing the player to rely on efficient hand-eye coordination and swift glove-to-hand transfer.",Varies,1
rainbow-route,Rainbow Route,Intermediate,Outfield,,,,orphan,Hitting,To teach outfielders the proper footwork and running path for efficiently tracking and catching deep fly balls hit over their head.,"An outfielder starts in a ready position as a coach throws a deep fly ball over their head, forcing them to retreat. The player will take a drop step with the foot on the side the ball is thrown and run a curved ""rainbow"" route to get behind the ball. The focus is on maintaining eye contact with the ball while running the arc, allowing the player to catch the ball while moving forward toward their target.","Bat, Ball",1
random-front-toss,Random Front Toss,Medium,Hitting,10m,https://usabdevelops.com/page/1363/drills?q=random-front-toss,,static,Custom,"To simulate game-like unpredictability, forcing the hitter to rely on reaction and rhythm rather than guessing.","The coach varies the speed, location, and ""timing"" of the tosses with no predictable pattern. This is the most ""game-like"" form of front toss and forces the hitter to ""react"" rather than ""anticipate,"" which is the core of successful hitting.",Varies,1
rapid-fire-fungo,Rapid Fire Fungo,Medium,Infield,,,,orphan,Custom,"To improve an infielder's reaction time, footwork, and ability to handle multiple plays in quick succession under pressure.","A coach hits a rapid succession of ground balls to an infielder, who must field each one cleanly and make a quick throw to a designated base. The player should maintain a ready athletic stance, focusing on efficient footwork to move to each ball and a quick, clean exchange to get the ball out of the glove. This drill simulates the fast pace of a real game, forcing the infielder to react and reset quickly between plays.",Varies,1
rapid-fire-toss,Rapid Fire Toss,Medium,Hitting,10m,https://usabdevelops.com/page/1363/drills?q=rapid-fire-toss,,static,Custom,"To improve fast-twitch recovery and minimalist mechanics, forcing the hitter to be quick to keep up.","The coach flips balls one after another as fast as the hitter can reset. This ""burnout"" drill builds ""fast-twitch"" muscle fibers and forces the hitter to find the most ""efficient"" path to the ball to keep up with the pace.",Varies,1
read-and-react,Read And React,Intermediate,Outfield,,,,orphan,Hitting,To develop an outfielder's ability to get a quick and accurate jump on the ball by improving their reaction time and first-step efficiency.,"From a ready athletic position, the outfielder's focus is entirely on the coach or hitter. As the ball is hit or thrown, the player reads the angle and speed off the bat to take a quick, explosive first step in the correct direction—forward, back, left, or right. The drill is completed after the initial movement, emphasizing the 'read and react' phase over catching the ball.","Bat, Ball",1
reverse-flamingo-drill,Reverse Flamingo Drill,Medium,Hitting,10m,,,custom,Hitting,"To develop proper sequencing in the baseball swing by promoting a strong, stable front leg and effective rotational movement through controlled balance.",,Varies,1
reverse-stride,Reverse Stride,Medium,Hitting,5m,https://usabdevelops.com/page/1363/drills?q=reverse-stride,,static,Hitting,"Improve directional hitting, extension through the ball, and the correct palm up / palm down hand position at contact — training the hitter to stay on plane and drive the ball where it's intended to g","The hitter starts with their ""front foot"" back and ""steps forward"" into the box as the ball is tossed. This creates ""forward momentum"" and helps hitters who are ""stagnant"" or ""too quiet"" in their load to feel what ""athletic movement"" feels like.","Bat, Tee, Baseballs",1
rhythm-drill-1-2-step,Rhythm Drill 1-2 Step,Easy,Hitting,5m,,,custom,Hitting,"To help hitters establish consistent pre-pitch rhythm that reduces tension, improves timing, and sets up a dynamic move into the load. The rhythm becomes the tempo engine for the entire swing.",,Varies,1
rhythm-tee,Rhythm Tee,Easy,Hitting,5m,https://usabdevelops.com/page/1363/drills?q=rhythm-tee,,static,Custom,"To promote looseness and fluidity, ensuring the hitter stays relaxed until the moment of contact.","Combine a ""rhythmic sway"" or ""bat waggle"" with the tee swing to ensure the hitter isn't ""tight."" A ""relaxed"" hitter is a ""fast"" hitter; this drill emphasizes ""loose muscles"" and ""fluid motion"" before the explosive ""turn.""",Varies,1
right-left-shuffle,Right Left Shuffle,Medium,Infield,,,,orphan,Custom,To develop proper footwork for fielding ground balls and to create momentum and direction towards the target.,"An infielder starts in a ready position. A coach rolls a ground ball to their right, forcing them to move laterally. The player shuffles to the ball by stepping with their right foot, then their left, keeping their shoulders square to the ball. After fielding the ball, they continue the right-left shuffle to create momentum towards their target before making a throw.",Varies,1
right-left-shuffle-fungo,Right Left Shuffle Fungo,Medium,Infield,,,,orphan,Custom,To develop proper footwork and body control for moving laterally to get into an optimal fielding position for ground balls.,"An infielder begins in a ready stance. A coach hits a medium-paced groundball to either side of the player, forcing them to move laterally. The player executes a quick 'right-left' shuffle with their feet to get their body centered and in front of the ball before fielding it cleanly out in front. After securing the ball, the player should practice a smooth transition into a throwing position.",Varies,1
rock-the-baby-drill,Rock The Baby Drill,Easy,Hitting,5m,,,custom,Hitting,"Activate the shoulders during the load phase — creating proper rhythm, plane changes, and momentum before the swing.",,Varies,1
running-short-hops,Running Short Hops,Intermediate,Infield,,,,orphan,Hitting,"To develop an outfielder's ability to aggressively attack and field a short hop while on the move, turning a difficult play into a routine out.","An outfielder charges forward on a ball thrown or hit on a short hop just in front of them. The player must maintain momentum and body control, getting their glove down at the last second to secure the ball on the run. This drill forces the player to read the bounce quickly and field the ball cleanly in stride, simulating a do-or-die play on a sinking liner.","Bat, Ball",1
see-saw-to-contact-drill,SEE SAW TO CONTACT DRILL,Medium,Hitting,10m,,,custom,Hitting,The goal of the Seesaw to Contact drill is to develop a proper elbow position during the swing and improve the hitter’s ability to reach the point of contact consistently and hold that position.,,Varies,1
sacrifice-bunt,Sacrifice Bunt,Intermediate,Bunting,,,,orphan,Hitting,"To master the technique of advancing a baserunner by strategically placing a bunt in fair territory, sacrificing the batter for the benefit of the team.","Begin by squaring your shoulders to the pitcher as they deliver the ball, presenting the bat early to provide a clear target. Angle the bat to direct the ball towards the desired side of the infield, either first or third base. The objective is to absorb the pitch's energy by 'catching' the ball with the bat, causing it to be deadened upon impact and roll a short distance away from the fielders.","Bat, Ball",1
safety-squeeze-bunt,Safety Squeeze Bunt,Intermediate,Bunting,,,,orphan,Hitting,To teach the batter how to execute a successful bunt that puts pressure on the defense and allows a runner to score from third base.,"With a runner on third base, the batter sets the angle of the bat early, keeping it at the top of the strike zone to bunt the top of the baseball. The focus is on bunting the ball to a specific location, forcing the defense to make a play and allowing the runner from third to score. This drill emphasizes precision and execution over power or surprise.","Bat, Ball",1
scissor-tee-and-soft-toss,Scissor Tee and Soft Toss,Easy,Hitting,5m,https://usabdevelops.com/page/1363/drills?q=scissor-tee-and-soft-toss,,static,Custom,"To ensure hip clearance and weight retention on away pitches, preventing the hitter from reaching.","As the hitter swings, they ""cross"" their back leg behind their front leg (the scissor move). This move, often seen in elite hitters on ""low and away"" pitches, ensures the ""hips clear"" and the ""weight stays back,"" preventing a ""lunge.""",Varies,1
seesaw-drill,Seesaw Drill,Medium,Hitting,10m,,,custom,Hitting,Improve barrel rotation and hand positioning during the swing to create a more efficient and powerful swing path.,,Varies,1
self-toss-45-degree-bottom-hand-anchor-drill,Self Toss 45 Degree Bottom Hand Anchor Drill,Medium,Hitting,10m,,,custom,Hitting,Improve swing mechanics and timing using self toss,,Varies,1
separation-drill,Separation Drill,Medium,Hitting,10m,,,custom,Hitting,To teach hitters proper hip rotation and separation during their swing for improved power and mechanics,,Varies,1
separation-progression-tee,Separation Progression Tee,Medium,Hitting,10m,https://usabdevelops.com/page/1363/drills?q=separation-progression-tee,,static,Custom,"To master the ""stretch"" between the front foot and hands, maximizing potential energy in the load.","The hitter pauses at three points: ""Stance,"" ""Load/Stride,"" and ""Swing."" During the ""Load"" pause, the coach checks for ""separation"" (hands back, foot forward). This ""static-to-dynamic"" drill ensures the ""stretch"" is present before the launch.",Varies,1
short-base-team-bunt-drill,Short Base Team Bunt Drill,Intermediate,Bunting,,,,orphan,Hitting,"To develop a hitter's ability to execute a successful sacrifice bunt in a high-pressure, game-like scenario.","Set up with runners on first and second base to simulate a live game situation where advancing the runners is critical. As the pitch is delivered, the batter must execute a firm, well-placed bunt down either the first or third baseline, focusing on creating a difficult play for the charging infielders. This drill emphasizes precise bat control and the ability to read the defense while executing under pressure.","Bat, Ball",1
short-bat-bottom-hand-front-toss,Short Bat Bottom Hand Front Toss,Medium,Hitting,10m,https://usabdevelops.com/page/1363/drills?q=short-bat-bottom-hand-front-toss,,static,Custom,To develop elite lead-arm strength and tracking precision under the challenge of a shorter barrel.,"Using a ""one-hand"" mini bat and only the ""bottom hand,"" the hitter reacts to front tosses. This is ""advanced"" hand-eye coordination work and builds an incredibly ""strong"" lead arm that won't ""collapse"" on high-velocity pitches.",Varies,1
short-bat-bottom-hand-tee,Short Bat Bottom Hand Tee,Easy,Hitting,5m,https://usabdevelops.com/page/1363/drills?q=short-bat-bottom-hand-tee,,static,Custom,"To reinforce a connected lead-arm path, ensuring the elbow and ribcage work together.","Similar to the toss drill, but the ""static"" ball on the tee allows the hitter to focus purely on the ""path"" of the lead arm. The goal is to ""sweep"" the barrel through the zone while keeping the ""elbow tucked"" to the ribcage.",Varies,1
short-bat-top-hand-front-toss,Short Bat Top Hand Front Toss,Medium,Hitting,10m,https://usabdevelops.com/page/1363/drills?q=short-bat-top-hand-front-toss,,static,Custom,"To train the ""punch"" of the top hand, ensuring it stays palm-up through contact for power.","Using the ""top hand"" only on a mini bat during front toss. The top hand is responsible for the ""palm up"" position at contact and ""driving"" through the ball; this drill builds the ""punching"" power needed for home run strength.",Varies,1
short-bat-top-hand-tee,Short Bat Top Hand Tee,Easy,Hitting,5m,https://usabdevelops.com/page/1363/drills?q=short-bat-top-hand-tee,,static,Hitting,"To eliminate hand drag, teaching the top hand to fire and release the barrel directly at the ball.","Focus on the ""top hand"" path off the tee. The hitter should feel like they are ""throwing the barrel"" at the ball. It is an excellent drill for hitters who ""drag"" their hands or have a ""lazy"" top hand that doesn't ""fire.""","Tee, baseballs, net or screen to hit into, short bat (28”)",1
short-fungo-circle-drill,Short Fungo Circle Drill,Medium,Infield,,,,orphan,Custom,"To develop an infielder's quick-twitch reactions, footwork, and glove skills when fielding hard-hit balls at close range.","A coach with a fungo bat stands a short distance in front of a semi-circle of infielders in their ready positions. The coach hits hard, rapid-fire ground balls and short hops to each player in succession, challenging their reaction time and forcing them to move their feet to get in front of the ball. This drill emphasizes fielding the ball cleanly out in front of the body and executing a quick, efficient transfer from glove to throwing hand.",Varies,1
short-hops,Short Hops,Intermediate,Infield,,,,orphan,Hitting,To develop the confidence and technique required to aggressively charge and securely field short-hopped ground balls in the outfield.,"An outfielder charges a ground ball thrown by a coach or partner, focusing on an aggressive approach to field the ball on a short hop. The player should concentrate on keeping their eyes on the ball, maintaining a low body position, and using soft hands to receive the ball cleanly just after the bounce.","Bat, Ball",1
shortstop-backhand-spin,Shortstop Backhand Spin,Medium,Infield,,,,orphan,Custom,"To develop the ability to make a strong and accurate throw after fielding a backhanded ground ball, requiring a quick spin and body control.","The shortstop fields a ground ball on their backhand side, planting their glove-side foot and spinning their body toward the target. As they spin, they bring the ball to their throwing hand and make a strong, accurate throw to first base. This drill emphasizes a quick, fluid transition from fielding to throwing on a challenging play.",Varies,1
shortstop-drop-step-throw,Shortstop Drop Step Throw,Medium,Infield,,,,orphan,Custom,To improve a shortstop's ability to create a direct throwing lane and make powerful throws on balls hit to their glove side.,"From the shortstop position, field a ground ball hit to your glove side. Execute a 'drop step' by planting your glove-side foot and dropping your throwing-side foot back and behind to open up your hips towards the target. This creates momentum and alignment, allowing you to make a strong and accurate throw to the base without shuffling your feet.",Varies,1
shortstop-flips-to-second,Shortstop Flips To Second,Medium,Infield,,,,orphan,Custom,"To develop quick, efficient transfers and accurate underhand feeds for middle infielders on plays around the second base bag.","The shortstop fields a ground ball moving towards the second base bag, maintaining momentum through the play. They execute a firm underhand flip from the glove to the chest of the second baseman covering the bag. This drill emphasizes a quick, clean exchange and a precise toss that leads the receiver into the base for a force out or to initiate a double play.",Varies,1
shortstop-forehand-flip,Shortstop Forehand Flip,Medium,Infield,,,,orphan,Custom,"To develop the footwork, body control, and quick hands necessary to make an accurate flip to second base for a potential double play.","From the shortstop position, attack a ground ball rolled to your forehand side, fielding it with two hands out in front. As you approach the ball, focus on creating momentum towards second base. Without standing up, execute a quick and controlled underhand flip from your glove, aiming for the second baseman's chest to facilitate a smooth turn for a double play.",Varies,1
show-knuckles-drill,Show Knuckles Drill,Intermediate,Pitching,,,,orphan,Hitting,To develop a consistent hand position that promotes true four-seam backspin and a downward plane on the fastball.,"From a balanced throwing stance, the pitcher extends their arm toward the target, positioning the hand so the knuckles face upward and are visible to the catcher. While maintaining this hand position, the pitcher executes their arm circle, focusing on keeping the hand on top of the baseball through the entire motion. This drill simplifies the throwing action to emphasize proper wrist and hand alignment, ensuring the pitcher stays behind the ball to generate clean backspin upon release.","Bat, Ball",0
shuffle-gather-throw-fungo,Shuffle Gather Throw Fungo,Medium,Infield,,,,orphan,Custom,"To develop an infielder's ability to move laterally, field a ground ball cleanly, and execute a quick, accurate throw.","An infielder starts in a ready position as a coach hits a ground ball with a fungo bat just to their side. The player shuffles laterally to get their body in front of the ball, gathers it cleanly into their glove, and then makes a strong, accurate throw to a designated base. This drill emphasizes proper footwork and the smooth transition from fielding to throwing.",Varies,1
side-toss,Side Toss,Medium,Hitting,10m,https://usabdevelops.com/page/1363/drills?q=side-toss,,static,Custom,"To provide high-volume point-of-contact reps, allowing focus on feel and barrel accuracy.","The classic ""soft toss"" from the side. The key is to toss the ball ""into the hitter's contact point"" rather than just ""at them."" This allows for high-volume repetition of ""barrel accuracy"" and ""rhythm.""",Varies,1
slow---controlled---explode-drill,Slow - Controlled - Explode Drill,Medium,Hitting,5m,,,custom,Hitting,"The goal of the slow-to-fast drill is to teach hitters how to control their body and sequencing early in the swing, then gradually add speed without losing balance, posture, or connection.",,Varies,1
slow-controlled-explode,Slow Controlled Explode,,Uncategorized,,,YES,video-orphan,,,,,1
slow-rollers,Slow Rollers,Medium,Infield,,,,orphan,Custom,To develop the proper footwork and aggressive mentality needed to attack slowly hit ground balls.,"From their ready position, the infielder charges a slowly rolled ball from a coach or partner. The player should focus on timing their approach to field the ball on a good hop, keeping their feet moving through the play. After securing the ball, they continue their momentum towards first base to make a strong, accurate throw.",Varies,1
slow-rollers-fungo,Slow Rollers Fungo,Medium,Infield,,,,orphan,Custom,To develop the technique and confidence needed to properly approach and field slowly hit ground balls.,"A coach hits slow rolling ground balls with a fungo bat to infielders at their respective positions. The fielder must aggressively charge the ball, field it out in front of their body, and make a strong, accurate throw to first base. This drill emphasizes using proper footwork to create momentum towards the target and ensures a quick, clean transfer from the glove to the throwing hand.",Varies,1
soft-toss,Soft Toss,Medium,Hitting,10m,https://usabdevelops.com/page/1363/drills?q=soft-toss,,static,Custom,To warm up the swing sequence and work on specific mechanical feels in a controlled environment.,"A general term for any toss coming from the side or a 45-degree angle. It is best used for ""warm-ups"" or to ""work on a specific feel"" (like ""staying inside"" or ""finishing high"") before moving to faster, ""front-on"" pitching.",Varies,1
speed-square,Speed Square,Intermediate,Outfield,,,,orphan,Hitting,"To enhance an outfielder's agility, acceleration, and ability to take efficient routes to the ball in all directions.","Set up four cones in a ten-by-ten yard square and start in the center. On the coach's signal, sprint to touch a designated cone, then immediately return to the center before sprinting to the next cone in the sequence. This drill emphasizes explosive first steps and maintaining body control while changing direction at high speed.","Bat, Ball",1
squared-throwing,Squared Throwing,Intermediate,Throwing,,,,orphan,Hitting,"To improve throwing accuracy and develop a repeatable, efficient arm action by removing lower body variables.","Begin by standing with your feet shoulder-width apart, directly facing your target with your body completely squared up. Without any stride or lower body rotation, isolate your arm and execute a clean, fluid throw, focusing on the path of the ball and your follow-through. This exercise strips down the pitching motion to its essential upper-body mechanics, forcing a focus on a consistent release point and arm slot.","Bat, Ball",1
